Item Name,Item URL,Item Price,Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer
"Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 16 Inch Laptop/MacBook| Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men |",https://www.amazon.in/HAMMONDS-FLYCATCHER-Genuine-Shoulder-Messenger/dp/B07P2TQH78/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-99,"2,591",4.3 out of 5 stars,"4,893","['Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 16 Inch Laptop/MacBook| Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men |']",B07P2TQH78,"['GENUINE LEATHER: This laptop bag for men / office bag for men is made of 100% Full Grain Genuine Leather. We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.FEATURES OF LAPTOP BAG FOR MEN: Fits up Upto 16 Inch Laptop | Padded & adjustable shoulder Straps | Padded Laptop Compartment | 1 Main Compartments | Brand\'s Brass Rivits | Heavy Duty Antirust Metal Fittings | Brand\'s Jacquard Fabrics | Brand\'s zippers & sliders | Stitched by a quality nylon thread. | 2 Grab Handles | Dimension: L - 40 B - 8 H - 30 cm | Water Resistance Level: Water ResistantDESIGN DECENCY OFFICE BAG FOR MEN: This Hammonds Flycatcher genuine leather bag for men is designed by our professional designers which set you apart and outstandingly positioned in the crowd, makes you stand out an organized person. These are not Vegan Leather which will contain shine on its surface. Start your journey now with this leather bag for men as a messenger bag, shoulder bag, office bag , briefcase or laptop bag. Suitable for your school, office, college, & business for everyday use.MULTI-FUNCTIONAL COMPARTMENT: Roomy compartments in Flycatcher office bag for men provides separated space for your 16” Laptop/MacBook/notebook files, pens, wallet and all your items. This office bags for men has padded laptop compartment that offers perfect protection for your laptop from accidental bumps and shocks.PERFECT GIFT: This office bag for men is a great gifts for men / gift idea for Father\'s Day, Birthdays, Valentine\'s Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift. The Leather laptop bag makes a great gift for professionals, artists, students, and all sorts of officials.']",Visit the HAMMONDS FLYCATCHER Store
F Gear Enzo Sports Waist Bag (.Black Blue),https://www.amazon.in/F-Gear-Enzo-Black-Blue-Waist-Bag/dp/B0862LXJYT/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-100,148,4.2 out of 5 stars,"1,190",['F Gear Enzo Sports Waist Bag (.Black Blue)'],B0862LXJYT,['One zippered compartment suitable for keys/napkins/wallet/mobile etc.One inside pocket with two small sleeves for credit card/passport etc. This fanny pack is suitable for only 250ml bottle.This fanny pack is water resistant.Premium YKK Japanese Zippers& sliders with an adjustable waist strap.Comes with The F Gear promise of quality and durability.'],Visit the F Gear Store
HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue),https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-101,"1,599",4.2 out of 5 stars,"3,797",['HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue)'],B083N3DCTM,"['Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap<br> <br>Age Range Description: Adult; Style Name: Country; Pattern Name: Solid; Strap Type: Cross-Body; Closure Type: Zipper; Pocket Description: Utility Pocket <br>']",Visit the HEROZ Store
"Luv Lap LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-102,319,4.4 out of 5 stars,640,"['Luv Lap LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent']",B099ZZ57FT,"['HYGIENICALLY PRE-SEALED : LuvLap Breast Milk Storage Bags have been hygienically pre-sealed and are leak proof. Can store, freeze and protect precious breastmilkDURABLE DOUBLE-LAYER MATERIAL : This breastmilk storage bags made of durable double-layer material and built-in double zipper seal. It is Presterilized, free of BPASELF-STANDING DESIGN : The bags are self-standing. Provides enough space to write the details on its surface, allowing you to document the date and information about storageSAFE & CONVENIENT : The bags lay flat, saves space. Designed for your safe and instant usageResistant to low temperature and high temperature. It can withstand minus 20 degrees to high temperature 120 degrees']",Visit the LuvLap Store
Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-103,"1,797",4.3 out of 5 stars,"3,289",['Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000)'],B012D4QWES,"['Outer Material: Polyester, Color: BlueWater Resistance: Water resistant; Dimensions: 36 cms x 13 cms x 50 cms (LxWxH)Number of compartments: 3Laptop Compatible: Fits up to 15.4 laptopLight WeightNote : Laptop compartment has no strap']",Brand: Wildcraft
F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),https://www.amazon.in/F-Gear-Tycoon-Laptop-Backpack/dp/B071XJ6XV5/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-104,"1,149",4.4 out of 5 stars,239,['F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black)'],B071XJ6XV5,['Both Professional and StylishLarge zippered main compartment with laptop sleeve up to 17”.Adjustable straps fit perfectly over the shouldersSize-(LxHxW) Cm-(31x46x21) CmIt Comes With the F Gear Promise of Quality'],Visit the F Gear Store
F Gear String 11 Ltrs Nylon Black Gym Bag,https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-105,189,4.0 out of 5 stars,505,['F Gear String 11 Ltrs Nylon Black Gym Bag'],B07PC28YQ9,['Lightweight gym bagsErgonomic DesignDurableSize-(Hxlxw) Cm-(43x32x2) Cm::Gym BagsDrawstring closure'],Visit the F Gear Store
"Amazon Basics - Laptop Backpack/College Bag/Travel Bag for 15.6-inch Laptop, Water-Resistant, Casual",https://www.amazon.in/Amazon-Basics-Professional-Backpack-15-inch-Laptop/dp/B09W4WB3K5/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-106,"1,669",3.7 out of 5 stars,18,"['Amazon Basics - Laptop Backpack/College Bag/Travel Bag for 15.6-inch Laptop, Water-Resistant, Casual']",B09W4WB3K5,"['Laptop backpack made from water-resistant, strong and durable polyesterContains three large compartments, one easy-access front pocket, two side pockets with zipper, and two water-bottle pocketsWell-cushioned polyester pocket that stores up to 15.6-inch laptopCushioned shoulder strap for added comfort and well-padded back to provide supportInvisible and theft-resistant zipper pocket on the edge of the back panel protects valuable items such as earbuds, passports, and phone·Lightweight and convenient to carry in three, flexible waysDimensions: 45 x 30 x 17 cm (L x W x H)Weight: 0.78 gms']",Brand: Amazon Basics
Wooum Anti Theft Laptop Bag - Backpack For Laptop and Tablet of 15.6 Inch Thick Padded Compartment - Light Weight - Water Resistance – Anti Theft (Black),https://www.amazon.in/Wooum-Anti-Theft-Laptop-Bag/dp/B0BYP7SJ4Q/ref=sr_1_107?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-107,474,4.8 out of 5 stars,7,['Wooum Anti Theft Laptop Bag - Backpack For Laptop and Tablet of 15.6 Inch Thick Padded Compartment - Light Weight - Water Resistance – Anti Theft (Black)'],B0BYP7SJ4Q,"[""Product Dimension:- (L.W.H.) 45 x 10 x 31 cm or 17.5 x 4 x 12.50 inches. This bag is Special to Protect your 15.6 Inch laptop, notebook, ultra books, Tablets and much more. This laptop bag pack suits your style & is very comfortable to carry and makes you forget the load you are carrying.Compartments:- 1) front pocket 2) anti-theft back pocket 3) trolley and luggage strap 4) a top carry handle 5) laptop and tablet compartment 6) smooth zippered big size mesh pocket 7) 2 lining pockets 8) 2 pen holder with 8mm padded internal laptop sleeve, padded adjustable shoulder straps and padded back panel. This bag has an adjustable strap and can be custom adjusted to different heights and comfort. Equip your bag with your trolley for a hassle free travel experience.Compact and Easy to Carry:- Being Lightweight and Anti Sweat Fabric, this bag can be comfortably carried with the handle. Suitable for men, women, students, boys & girls, can be used as school, college, office or day to day travelling backpacks. Wooum Laptop Backpack is fully manufactured in India and pass through stringent quality tests and checks. Organise and carry your tech, essentials and additional objects with ease.Anti-Theft Back Pocket for your wallet, money, credit cards, identification cards , important items. Adjustable shoulder straps relieve the stress on the shoulder. It can also accommodate essentials such as a Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Adjustable shoulder straps distribute the weight of the backpack across your upper body. The thick padded laptop section fits 16-inch laptop & middle compartment is big enough to hold your office or weekend trip's Accessories.Perfect Gift:- It is a great present for birthday, valentine day, father day, Diwali, Christmas. The New Year. We create bag that inspires individuals to get out and live fashionably, creating and exploring and living life. It is a prefect gift for your family members, friends and collegues.""]",Visit the Wooum Store
Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,https://www.amazon.in/Gear-Workspace-Briefcase-Black-Red-BKPWRPHYD0101/dp/B097KGL2M5/ref=sr_1_108?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-108,879,4.2 out of 5 stars,312,['Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black'],B097KGL2M5,"['Ergonomically Designed : Spacious with Multiple Compartments & Pockets : Intuitive Access : Cushioned Back Panel & Shoulder Straps : LightweightBartacked Load Points : Water Resistant Fabric : Heavy Duty Long Lasting ZippersPadded Velcro\'ed Sleeve fits upto 15.6"" Laptop : Padded BaseOuter material type: Polyester']",Brand: Gear
"WILD MODA Women's Shoulder Bag, Set of 1",https://www.amazon.in/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-109,849,4.2 out of 5 stars,"3,805","[""WILD MODA Women's Shoulder Bag, Set of 1""]",B099PLT91X,"[""Ample Compartments : The handbag will fulfil all your storage needs with its 3 big compartments and 6 pockets having a capacity of holding 20L of weight. The spacious compartments can keep all your stuff from your ipad, and smartphone to your kid’s diapers or your makeup kit and the side pocket can keep your water bottle or umbrella and take them out anytime without the need of opening and closing the zipper lock every time.High-quality Polyester : he stylish bag is constructed in premium quality waterproof polyester material which makes it a durable option. You can carry all your stuff with ease as the high-quality material of the bag ensures no breakage or damage to the bag due to weight. The waterproof material saves all your stuff from getting wet and the imported quality zippers ensure that they will not break or lose their shine even after continuous usage.Soft Fabric : As the bag's fabric is so comfortable to the touch, carrying it won't bother you. The shoulder straps of the bag are made from extra soft material which makes sure that the straps do not cause any itching or irritation even after continuous usage. So, you don't have to be concerned about the straps hurting your shoulders.Classy and Stylish : The solid finish of the bag gives it a dash of style and class. You can take it anywhere from parties to the office and the bag will be your best style buddy everywhere. No matter if you are an office-going girl or a college girl, you can make a style statement with this bag. Every girl's wardrobe needs this bag because of its flawless finish, which elevates it to must-have status.Light Feel : Even with all of your belongings inside this high-quality bag, which weighs only 400 grams and won't add to your burden when carried, you'll feel light. The shoulder straps of the bag make sure that it rests perfectly on your shoulders and you don't feel too much weight ensuring that even after carrying the bag for hours, your shoulders won't feel any pain on your shoulders.Warranty: 6 months domestic warranty on manufacturing defects, Covered in Warranty: Zippers & Sliders, Not Covered in Warranty:Cloth Material, Care Instructions: Do not expose to extreme heat""]",Visit the WILD MODA Store
Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty),https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-110,512,4.0 out of 5 stars,"5,741","[""Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty)""]",B09CV24TMK,"[""PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.""]",Visit the Bennett Store
"The Purple Tree Multifunction Waterproof Laptop Travel Backpack with Shoe Compartment, Shoulder Bag, 35 L Laptop Backpack with USB Charging, Flight Cabin Backpack, Antitheft Zipper Bag",https://www.amazon.in/Purple-Tree-Multifunction-Waterproof-Compartment/dp/B0BKSXQBXX/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1685041919&sprefix=ba%2Caps%2C283&sr=8-111,"2,499",3.7 out of 5 stars,20,"['The Purple Tree Multifunction Waterproof Laptop Travel Backpack with Shoe Compartment, Shoulder Bag, 35 L Laptop Backpack with USB Charging, Flight Cabin Backpack, Antitheft Zipper Bag']",B0BKSXQBXX,"['Care Instructions: Wipe with Damp ClothIf you frequently travel away from home for a day or two and need space to carry few pairs of clothes along with your laptop and toiletries, then Our Modish backpack is the perfect choice for you.Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage, Capacity: 36-55 Litre , Convinient For Flight Cabin LuggageRight sized with sturdy stitching; Dimension: (43cmx30cmx20cm), Color - BluePadded laptop compartment fits up to 15"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with two bottle holders on the sides, Separate Shoe CompartmentGRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material']",Visit the The Purple Tree Store
